id,target
01752b44efef,0.003232125
0175484762e0,0.0024387816
0177b82c6ac3,0.81247264
0177d402c3ca,0.0011323915
0177ffc978d6,0.0022774325
0178af017b4e,0.0053531057
0179ac03025d,0.0041262605
017b68cb772a,0.0065632355
017be7070744,0.004835074
017cf7c5cc8a,0.00325751
017f3c1b7e6a,0.0067001046
0181512d20d6,0.17321485
0181bd6f4a7d,0.0016710358
018243b27008,0.014707544
0183c9cdf8a3,0.0035514343
01843ee8858f,0.8855176
0189101bbaf3,0.0023744013
0189f2bffa7c,0.02217674
018b790d7570,0.005566081
018b7a6490c5,0.006785181
018b811ade78,0.016214537
018c1ddf36db,0.0019604072
0190e9a82ded,0.007947684
0192f4f30391,0.88357127
019346c62922,0.011362233
01935ff11e97,0.016148038
0194e10636e0,0.00056306936
019518b13b2e,0.0024837826
019641028e2f,0.009679208
019712f288d0,0.81313014
01973911d7d7,0.00978894
01977f3a8cba,0.07388137
019b7857252c,0.0012133684
019dfd3d2fee,0.0037024638
019e3fdd09d6,0.020075189
01a0806c5272,0.0019981414
01a141c885b0,0.00086877326
01a38392eb3d,0.005123007
01a520f011f3,0.41192046
01a6556d5c43,0.84656
01a756649135,0.014533175
01a7af32adc1,0.88916826
01a89ba823a6,0.0041771866
01a93e0bc511,0.45956445
01aa21dbb78f,0.006612614
01abe9f5934d,0.00548515
01ad3d01e4b3,0.0076568155
01b08b080028,0.0037220092
01b1520c0d2e,0.008146496
01b3c17ebf2a,0.0048948894
01b549ea1d4e,0.0012774415
01b6e596dcdb,0.0044155773
01bac9f50f4d,0.0011668374
01bbaac1c4b2,0.00017588773
01bbdb130090,0.008126208
01bd3c477c0c,0.0016714948
01be89e38a3a,0.0020624804
01bff7cb9981,0.014417223
01c192c28020,0.0108529
01c4a23bd180,0.007849766
01c557da0e11,0.0019365306
01c9c0acfecf,0.005390976
01c9d75784d7,0.034837347
01cb67dfd95f,0.003947386
01cb81be853b,0.016315721
01cf324b4ca1,0.00033101218
01d237c8c81d,0.00808605
01d591988b4f,0.0012803302
01d8cef8b13e,0.79051936
01dd615d8d49,0.53577274
01dd92b47f7b,0.007878925
01de883c2d82,0.035791103
01de92d0a0f8,0.0039866073
01dfc954e414,0.010584427
01e07e385256,0.004083921
01e20dfaa99f,0.0017967186
01e4f147989a,0.0018192702
01e7b66664fb,0.011479322
01e87da0ab92,0.92308074
01e8a3151223,0.013920407
01ed18358fbd,0.0058468697
01ef558c4204,0.07450639
01f018c455bc,0.8651159
01f0bc986eab,0.02583597
01f16192ca3d,0.008185532
01f2b4215d57,0.013870476
01f3527f7b70,0.016863331
01f576c2347f,0.026634544
01f7240746c8,0.05715497
01fd426a6bde,0.0023862922
01fde3672e55,0.78758675
0201c8074c0e,0.0011248855
020272c681de,0.0022261709
020302fe739b,0.0034932867
02035e006fe7,0.06621857
02069b859642,0.8659118
020814cf5d45,0.0068324083
0209b8e0ab5b,0.06532105
020abad52fb5,0.035644256
020cd5e41b0c,0.0029314752
020e1d676abb,0.0009503415
020e36fdd1e7,0.0077132727
020feabc701a,0.009472904
0210c4f8acb3,0.827991
02116442a6c7,0.0023552354
0211a0baa37d,0.013179
0211dc2c5e0b,0.008494423
021312640d8b,0.9156074
0213616e8926,0.0017670349
02158ace6a40,0.0052751424
0215914c250c,0.015912125
0216f6adb453,0.014483521
021889f590ef,0.020422542
0218a1a1fcf4,0.0020120007
021cb3eed22f,0.0015895087
021e42f30eb0,0.01898458
022066ebb0e1,0.0024119744
0220675f9ea9,0.0008219425
0224bb7f94fb,0.91442925
0227439b4ba5,0.0072206566
0229d07c77e3,0.0028410533
022be83a3fe5,0.0027877158
0230fee11ec0,0.002924348
023119d44369,0.060474634
02314f438caa,0.03193883
0231c40dcfd9,0.0036717881
0231fa7700e2,0.88628435
02351f29c55c,0.0051318635
0237e5c0788a,0.6428078
0237f3d9e28f,0.000996791
023d5153e536,0.008433555
023df9bfb836,0.0005403128
023f040145a8,0.009143306
02419bff5db1,0.0022863431
0242419942f8,0.0021354395
02478c2dd57d,0.001574868
0249551354ef,0.0097757485
024a57e960fe,0.0010141323
024ae160b719,0.002723591
024ae84de4d0,0.8647275
024b784e71ca,0.0019157415
024c21b418a0,0.0009176321
024cc7ce4487,0.8953602
024f301ace95,0.7046676
02512257c41d,0.011092672
02519a7402f7,0.0021572802
0251e0c4f0f8,0.00080000854
0252b5c1ba2f,0.0030008042
0254bbafd1cb,0.061636955
02558ac702d0,0.0015726067
025646d935f5,0.009968486
0258e89c6fd2,0.005153596
0259cf6aefdb,0.015830437
025b8d00f6d4,0.0009816412
025bfb3dced2,0.001494448
025ddc9748b8,0.7972594
025e54a7061c,0.013898503
025e5cedcd8f,0.0022543643
025f1ab2772a,0.57646275
0260ec968195,0.016278027
0262bea0b202,0.0013129034
02646067f2a9,0.0058032167
02657825ac7f,0.03480882
02677de52b2d,0.003857862
02680eb59e9b,0.0038633705
026824a210c0,0.006475594
0269b1532291,0.00093636167
026ccab04f45,0.014398364
026d70b53507,0.7410669
026dcdce75b9,0.0021564418
026ece6c0d2a,0.002460465
026f83954ff1,0.04261317
0271448b7cf6,0.0010392184
0271468f6b62,0.003093438
027280472b9a,0.004810259
0276dfe519e9,0.9061537
02775a036016,0.00045834453
027dff915aa0,0.0010824112
02817631e22b,0.021504793
02828637628b,0.004165261
028368579383,0.008858451
028abbc42990,0.0041737882
028f12df967b,0.0020272965
029088c368b2,0.8121131
0292ae25a96c,0.26468366
0293fa0e1dfc,0.01472871
02967ec48dcd,0.00065530685
029879953cd3,0.01195298
02995ae8bf0c,0.0098953955
029a004dafb2,0.02002142
029b088bcaf5,0.002108027
029b7ed7edd0,0.023004914
029e2eebfec3,0.007317982
029f17afada4,0.0052251024
029fb9598326,0.00862618
02a0da527e2b,0.001988657
02a0fa6e0460,0.00069969584
02a3bca8aa32,0.0025684554
02acb2580348,0.8003076
02ad272afbe7,0.0019637276
02aebdf44e5f,0.84687716
02afe9c803db,0.0012476672
02b075e72005,0.8820526
02b15c3a9691,0.0017078341
02b18b9c5c9b,0.019018834
02b1cf781b34,0.0027841735
02b21acc7bad,0.35892397
02b23acf0363,0.0027736654
02b35d68be9b,0.55203176
02b53e9e5788,0.6546878
02c630e70c57,0.05389858
02c8f0c5b6ba,0.0028709688
02cbe8f2b54b,0.0046138293
02cd7ec4ffb3,0.018966744
02cdcd3c6b16,0.004567408
02cfb095cfd2,0.029892908
02cfdc9adec4,0.008678989
02d113af04e2,0.0023975072
02d64e6b5cbf,0.024789095
02da2824bf3b,0.014882367
02db1d43cfaf,0.034593303
02dc08102b65,0.86393094
02dd50edf827,0.0014924364
02de723a2fee,0.85060483
02e1d4073819,0.002243346
02e7682fcc3d,0.804998
02e968fcc6e2,0.7999633
02e9b2cae828,0.44564673
02ec998c9ec6,0.00048659713
02ecac80e5a8,0.0044923085
02f14b915ff8,0.004877491
02f1ee67bbaa,0.919802
02f226acaf83,0.048515964
02f5de59eb6e,0.85733324
02f72fd558fe,0.0020691976
02f80a1c5248,0.0020440647
02fabd07152b,0.0028513179
02fcdab6d8b7,0.0008103128
02fe26130f54,0.002889118
02feed6b6b65,0.024233699
03001812509f,0.0014400601
03039932c400,0.78912467
03043447e26e,0.006899651
030517a1539f,0.0012489008
0306f741aae1,0.014383411
0308d4f97fea,0.0031572073
030adce95167,0.56133723
030c01d4f6b7,0.464878
03102836fdd1,0.7361203
0311e33aeef2,0.004395831
031468007617,0.001316695
0314d85d037a,0.034319025
0317a0b11cca,0.0012125773
031a4eef48e1,0.0040975995
031ec44fd6ca,0.007340742
032213f3d3b7,0.024363559
0326228b3b2d,0.009898344
0326a70609cf,0.00065695395
0328db6e6582,0.011306752
032969c80376,0.00043472165
032a489d2385,0.010619925
032d1df69ee5,0.009798023
032e60813350,0.0043108873
033376ecb876,0.026186686
033388688874,0.010831228
0333e139456c,0.0027139604
0336676bc044,0.6848599
03374ec9b896,0.0021840588
03379db43435,0.014878068
03380805ac1f,0.0009103089
033846724969,0.78117365
033af21821f0,0.91482824
033c3eeb756a,0.014042723
033e63cb24da,0.0066478197
033f35e7feea,0.024562528
0340d05eee14,0.0009873906
03424e5a0d48,0.0066403267
0343f533d0a4,0.8401526
03445803db21,0.0026791538
0344b138cc6f,0.0041418886
03475cf3b283,0.050470494
0348d983d715,0.0035516466
034a1eb864de,0.004355313
034a1fc33545,0.006415619
034b127199d7,0.022761473
034cd87bb24e,0.0013005009
034f42ad566d,0.0057097473
034f6dccfc7f,0.72115034
034ff1b86716,0.0010734397
0351f2babac9,0.0016875892
0352dbda064c,0.002528397
0355abe7f0d5,0.0035338036
03563852291e,0.005972806
03588fc488b0,0.006197582
035931dce648,0.83486944
035ba196bd16,0.000504642
035be7ef3d5b,0.00968764
035c987a3222,0.011496964
035f324063ce,0.0016438302
035fef3ea80d,0.0013835094
03627af7ef6c,0.059659697
03627cd4c4e3,0.015344304
03628c4208a5,0.7598509
0362df435156,0.02113758
0363c770644f,0.004009676
0364f447f658,0.7899366
0364f6164a14,0.0010088962
0366d6520e64,0.67788035
036a47adf12a,0.023120089
036b1b00d4e4,0.90644956
036b81db0b10,0.059358824
036fdacacc0e,0.010168596
0374a5edf7aa,0.026819939
03764a788f67,0.004641707
037b85693fb4,0.030464131
037c20482878,0.0010043804
037c38031971,0.6470352
037cc38c1806,0.0008608256
037d8dc34456,0.0045100236
037edf0f13e8,0.009120663
037fa9a2eabd,0.0050382908
03833ca18f4b,0.0046839295
03847e184f7c,0.00023099495
03863320bf13,0.0059477277
0388b60e7873,0.0003338932
03890f913e0b,0.018480588
0389ccf29bf9,0.014034395
038e0d594f34,0.0018143454
038e337f9bbb,0.84755033
038e348ea8c0,0.005098889
038edb1c6425,0.040115774
03917a4d8e55,0.013175378
0396a754a2b6,0.00645538
039e5837de8d,0.003587345
039f23ebeccc,0.0027279712
039f64526367,0.006078081
039f9f6d543b,0.023729587
03a18db5220e,0.8204104
03a409f4c279,0.86169803
03a75850f79f,0.048574924
03a7b46d1936,0.012176552
03ab166ca5ba,0.003905413
03ab7d80bd7b,0.007203937
03ac1a1cf120,0.0025422003
03adab1c6517,0.79970056
03b2727429d9,0.004699853
03b2a532c4d5,0.0014639226
03b2d90466fa,0.01589379
03b2f87cf6c9,0.0007912619
03b351ff007e,0.00040303523
03b4aefef6fa,0.0022292633
03b53a6fa051,0.01321641
03b734a9e551,0.012980444
03ba35e3b86f,0.0011218741
03bb1fcacaea,0.0022485552
03bbed1a72f6,0.012197465
03bcf7694217,0.015603427
03bdd7545d60,0.010307989
03becfda155d,0.013705377
03c1d469f218,0.06674999
03c1df63240e,0.0038253667
03c32d0b09c6,0.7801463
03c5abf2f394,0.030368006
03c9b04e3746,0.0047102002
03cb47f4e6ae,0.0031590792
03cdbaac94f3,0.03982411
03cffa6a54fc,0.016519645
03d5fe166918,0.0026589315
03d8ab3c1065,0.00039039837
03d9b54e4d9b,0.001092125
03d9ca5649f6,0.00077178655
03d9e9cb9220,0.80294317
03da2c4c1d1d,0.049767945
03da897f4879,0.91963017
03dc12325187,0.8448683
03e3c3ed4edd,0.005484497
03e3fae59b78,0.0056222198
03e44b5a2b18,0.03969752
03e56277b305,0.003171109
03e5b7d344df,0.0013524217
03e67cf181c8,0.0025976729
03e818c9c60b,0.08710678
03e9f62fd489,0.0004615792
03ea63928dec,0.008228136
03eb87b9209f,0.00872761
03ebb0136f08,0.0062695458
03f2705d79a2,0.0084291715
03f3818d07a7,0.0009016511
03f416cf46d0,0.002283919
03f66b5bee9f,0.003549435
03f77131323f,0.8636216
03f7f1f66182,0.014681889
03fe585d3113,0.0016671449
03ffbd2858e2,0.004170242
0400151c6e96,0.0005638795
04009fb4de40,0.06298516
040439c69721,0.012217503
040650f25cbd,0.92060584
040715dfe227,0.012228165
04079ca89e0e,0.00357407
040a52b62041,0.028177937
040bb4415dc8,0.0032663487
040c5ecfaffa,0.00066845317
040d5ba49d79,0.0006215335
040de4ffee67,0.06964032
040f10e07b0a,0.016562123
0411021b1a8c,0.007827415
04126ecd1503,0.037426583
041343be90c3,0.054381695
0415b33ea3fe,0.060390238
041a6bbe6470,0.0036047501
041b1af6a8de,0.01619433
041b8a562072,0.039394032
041c8c514f29,0.024892386
041ca67d84bc,0.0008790955
041d61dec3ff,0.0029313136
041e5ad79fa4,0.0007094939
0420ae9d3b7e,0.008157503
0424798f7593,0.020540293
0424b8840c99,0.0012579815
0426847e35b6,0.009545936
04283bd83f27,0.0017715752
042843dd6cd8,0.006067248
04289130f670,0.0027389247
042967beb4a4,0.0035247747
0429c48eed16,0.0059477105
042a75603d42,0.005702151
042ba6238348,0.9324074
042c150e4110,0.089499086
042c2a476643,0.03785926
042cae33171e,0.0005837092
042eb680a625,0.0020463334
0430f968d759,0.007233233
043165042451,0.007207526
04321632bf4b,0.92194176
0432ef1c1b40,0.0033855715
04330275f0f2,0.004084852
043624e5a6cc,0.005902154
04377c4e9377,0.01829197
043900203054,0.0011091913
043919084b02,0.004800504
043939fd12dd,0.038637225
043b375db13f,0.026476387
043b383ab4da,0.0018724486
044005acf35d,0.000253488
0441d999f031,0.016012529
0443af0a36db,0.0017990161
04443af57fbe,0.0025029916
0449ace8b80c,0.063882984
044c40b777f4,0.0034459908
04542ecaacb6,0.016383672
045461aa4515,0.017378408
045614bebe12,0.7407531
0457ec56b627,0.017279135
045efaabab09,0.82138395
0463148e7ad0,0.064305045
046470a6e64c,0.0045826933
0467dd45cee1,0.8310084
046822dedd62,0.0011164513
046ca3dc7419,0.74558526
046e44e2c7d1,0.004840694
047246647c66,0.00692844
047d82bb3d54,0.0017330116
04841387601c,0.005875014
04861120a9df,0.0013470349
048795c82c4c,0.84105545
048891f6ad6b,0.01712098
048d9941f726,0.009141781
048da82d29ea,0.013082631
048e0c04210b,0.0005774959
049068467544,0.00084083364
0490a38a4eca,0.0015504638
0490a608a416,0.005311545
049461d210be,0.011021838
04965c912828,0.004658348
049aa2a8fe41,0.00065776904
049c307fa033,0.84316844
049cac50f238,0.0014717116
049d25f1cc74,0.0028151055
049d50f3e4c7,0.0010478228
049efbadbd09,0.029257016
04a1d67f18f4,0.00065800094
04a4b4479836,0.008018519
04a51680049a,0.0033712313
04a67d4648c5,0.0167184
04a7e6160a41,0.07265218
04a81e16d34f,0.86811334
04a96826c1ad,0.0010279821
04ac3ee1af10,0.8783856
04ad3d9156cc,0.003118026
04b56c7ad56a,0.0052916873
04b6ab783378,0.008426166
04b728e848f2,0.08198883
04b889cf82fe,0.00730645
04bb2a29c431,0.81092113
04bc7bfb95fb,0.005960758
04bdfbe244c4,0.0022915332
04be5236c551,0.023846904
04bec94881a1,0.86181957
04c1f04aff79,0.0056347465
04c27afb762e,0.009636815
04c3bd0aee89,0.016934099
04c3e086065e,0.0018748947
04c4e4349987,0.0011666924
04c532091ce9,0.028594762
04c5bfd7821c,0.00449143
04c690baf157,0.7511135
04cded66af0e,0.006653436
04cdf94014cb,0.063356385
04d2e0e2a203,0.0019568494
04d600390bbd,0.0035162868
04d80a5c6831,0.00023370668
04dddf5de2cb,0.0016392525
04dfba884136,0.0025074743
04e0df0a3930,0.005537866
04e25d95bc27,0.00858191
04e45b07ec9c,0.017058842
04e6615c1618,0.012431903
04e6e155259d,0.002396896
04e8fac429b4,0.0011707151
04eb62702639,0.0019114465
04ed40c18083,0.045740627
04f074aa77ff,0.0018001872
04f1f6c286ca,0.0008392036
04f9f2ece089,0.21000114
04fc73bb86fd,0.00055418856
04fec03361b3,0.0031807444
04ff533e5fa7,0.0012213436
04ff98f3fd3f,0.008370137
0500fc2b8eed,0.0029516544
050340e057a2,0.0026548405
050647920d9e,0.0026474155
0506f4aaed3e,0.0033635257
05070517c823,0.004543702
050a129b3507,0.00086269295
050b9fe40880,0.011621032
050ba1b3f61c,0.02217278
050e7c3e1a6f,0.08915924
050f7da22874,0.0010098091
05104c7c4ea2,0.0016247088
0513ad5e9b29,0.0058431146
0513d5351cad,0.036167335
0513ed1a13f9,0.0034441492
0514750411ff,0.0017281858
0516e11a89a2,0.0011586947
051929eeec23,0.46997967
051dcb13bcca,0.0019098906
051e8d7b3b92,0.016959041
051fae771613,0.008396788
052287714fc9,0.0010409832
052648a62d88,0.0016711783
052731b2ec4f,0.0012811932
05279145bf2c,0.0031394316
052c381f2184,0.0025186168
052c73986bc9,0.85456157
0531db51d065,0.0023759685
053291e82b50,0.8838917
0532db04468e,0.010263247
05337b6bf137,0.00566922
0534126410fd,0.00083289336
053a00d88a48,0.7594009
053b8b36d2aa,0.003639412
053cfb50b375,0.0044341334
053d34e0ff79,0.003120225
053d35a720b8,0.0029536448
053d3f92e7c4,0.014556748
053fa90dd2f0,0.037328094
0540d59b0f97,0.0009827702
0544f6c9b385,0.029242108
0545bb9773e7,0.0016119643
054819a4fb5b,0.015076664
054a9a17a6fb,0.0088842735
054acf9a70d4,0.0019034442
054ceb4d474c,0.0076319682
054d06fb8056,0.82675976
054fa6fd225e,0.0040135686
05511476783d,0.85113275
05528353f3b1,0.07268937
0552c9237080,0.014284391
05531433216d,0.041417085
0554c362781a,0.0039651506
055b00f476d9,0.014163562
055e3292c7ba,0.009017611
05658e506281,0.02096085
0565df00d6de,0.0063084858
0565e7efa656,0.0035661415
0566855b7bc2,0.016286282
056a046fd78a,0.0010365177
056bd691e0a5,0.006387395
056e6cc901b7,0.0032130277
056ff971cd8c,0.001729267
057a4e3b3f06,0.006915912
057c19ae376e,0.024007512
057c5b46263a,0.0017266211
057fd42c0230,0.005983262
0584b8d038b2,0.0030738907
0586951591fd,0.84585696
0586ccc80845,0.89083546
0587658b1ed3,0.0015770235
05885af302f4,0.041105747
0588f8d7b37e,0.0028684593
0589b78bae5c,0.0020962427
058ac6aac1ca,0.04226481
058b12211a61,0.79300946
058b6f5c6243,0.82329
058c960a2821,0.0047977436
058fe26601d6,0.7298825
058ff6d83b2b,0.0030030063
0591d94a3369,0.0007174467
0592220ba7e3,0.005291451
059537e64352,0.011379763
0596776a2932,0.04156201
0598098d429e,0.0005396959
059e58551f04,0.0056970813
05a453bfa670,0.7719811
05a51ccef200,0.0014385916
05a54f8b6bc9,0.00073862384
05a9ba824808,0.0010925292
05aa6e119d36,0.0010950378
05aabaa99313,0.8492147
05ab0eb9a9a9,0.007507703
05abd8816bfa,0.0009456146
05abe161cdc4,0.0017124676
05ac12149492,0.020891054
05ad6e5490ac,0.0044535943
05aef44046d4,0.005990787
05af72f4de7e,0.002603247
05b32d09fba3,0.052028425
05b4211a043b,0.006059472
05b448646c20,0.70072705
05b5ab3a0306,0.6824649
05b6adf0fd7a,0.037481956
05b6cc55eaf1,0.0029655597
05b964e8ca2a,0.0015551725
05b9e6766d24,0.004033694
05bb2ee6bc17,0.013435616
05bbd3534807,0.0014565187
05be26469be0,0.0027548794
05c2827006c5,0.007889207
05c45cfe8777,0.022877418
05c46db600a7,0.010683603
05c54b653036,0.02346916
05c714800e6d,0.008011956
05cb98836916,0.00969108
05cc617b5815,0.010535149
05ce5608f497,0.0018871041
05cec5e64a14,0.007656837
05cf2fc665a5,0.015602928
05d00e9f2ca0,0.008498926
05d139a45f19,0.003073214
05d2cb61ed6f,0.00071307126
05d7a0406e6d,0.0026021667
05dc65148d38,0.004149848
05dcabbb7314,0.0019801124
05e506805cd1,0.00068073533
05e543bb5ef5,0.25805098
05e920cda994,0.0028986186
05e9c015a3ad,0.0062236963
05eaee0aa259,0.0074136415
05eb09d7a947,0.009614745
05f4428b07cb,0.0043067057
05f56b8844d9,0.003996465
05f653b82848,0.003833383
05f668beee83,0.9197353
05f751c0a84b,0.02137973
05f9fdec6436,0.8348235
05fbc4a0b3a3,0.0029354668
05ff1e85d7a6,0.0071569956
05ff2aa1db2b,0.040775325
05ff736858d1,0.0010722793
060124a2041d,0.02371198
0602cbf6e629,0.0036691257
0602d9b5c6e5,0.0017750401
06063e2dcc28,0.9269208
0606ac90efbc,0.009267024
0607a1ba10ea,0.0126559315
0608100bdb76,0.009672294
060a7fe24fdd,0.005819755
060c7dbbdec2,0.029248172
060d0bcf7fd6,0.013527769
061121a0dd92,0.0028988502
06136c8cee50,0.0032373755
061437291691,0.92747337
0614d9a63338,0.013130117
0617daa1dc47,0.006906323
061d1a410592,0.037971377
061ea0872d8a,0.014612957
0620e7dd9af2,0.025082015
06228e0ed28b,0.012675992
0622bbe109c8,0.009486837
062478e6c3dd,0.91678816
0625923d6ced,0.059775237
0625c7b8363a,0.6753855
062739ff7871,0.045344427
062954cae0cf,0.010279662
062b14bd497a,0.022630623
062bf69d9cc8,0.00051481207
062cc5137096,0.03223621
062e0dddcea7,0.0038251323
062e13816833,0.0042877663
06301fac6031,0.0056302333
0632709064b0,0.011029543
06345cd9546b,0.005914816
063745b452e4,0.017287795
06382a52045f,0.5906736
0638e05297fa,0.0016459227
063aa8df4ce1,0.0019389874
063c7aaea889,0.0071920236
063ce598759a,0.019608907
06407ae7b958,0.01366846
0641c3b82ba7,0.01054591
0644773588d5,0.0028277214
0645d48c1cfc,0.0278459
064af436eb66,0.0065958616
064d283acadb,0.0041574636
064e3c6cacbd,0.0015253129
064f27cd8e39,0.00090389495
06500b0984e7,0.006846511
0650eb8feb2c,0.0025649224
06533e71fa42,0.0009442407
0655fdf58e30,0.008547263
0656e48e0d2b,0.0008208119
0658a6543f2e,0.6504567
0658e5ff87b4,0.0008275624
065a57c9727e,0.0046563433
065d22c0c4dd,0.00081715424
065e37348990,0.79961765
065e90a83508,0.0028184336
065f9cbd191a,0.05589646
066078c1ed20,0.0012110025
06613a95c302,0.0023803895
0663e95efcc8,0.007933117
0665096db6d3,0.010826101
0665d7e702e2,0.0026330836
0666f7000dbd,0.0017142717
066ad9c59bc5,0.0013340603
066c8e6ebadf,0.0025585005
066edc1df21d,0.0017198126
0671260dd6b6,0.013789657
0673e8e20e29,0.75025654
06762a751142,0.0032711397
06762b26ec67,0.0032170562
067abc76a087,0.0016362268
067d30723aff,0.0043267845
067f67cf3f95,0.0008708688
06801ef54b1a,0.008964642
0681002b2891,0.0014393124
0681fbfdb0ea,0.008011835
0687b06d2c20,0.015250033
06889af905e7,0.0011429018
068957cc2c1c,0.0029614263
068a56b6ba2c,9.162147e-05
068c21ca86e9,0.0025201857
068f6f5e41ef,0.107832916
069408d78c2b,0.022728758
069793cfa7f3,0.008383505
0699cfcc693a,0.0030666688
069a18100744,0.006460566
